0.005	0	0
0.0083319	0	0
0.011664	0	0
0.014996	0	0
0.018328	2.2563	0.0059186
0.02166	2.256	0.0040822
0.024992	2.2473	0.0032467
0.028324	2.2194	0.0030681
0.031656	2.1818	0.0030525
0.034987	2.1491	0.0026898
0.038319	2.1094	0.0030373
0.041651	2.0713	0.0024833
0.044983	2.0303	0.0018354
0.048315	1.9812	0.0018567
0.051647	1.9338	0.0018832
0.054979	1.8812	0.0016709
0.058311	1.8251	0.0017572
0.061643	1.7653	0.0018287
0.064975	1.7087	0.0016599
0.068307	1.6449	0.0017445
0.071639	1.5774	0.0022182
0.074971	1.5178	0.0021714
0.078303	1.4549	0.0016825
0.081635	1.3911	0.0014415
0.084967	1.3301	0.0013528
0.088299	1.2698	0.0015209
0.091631	1.2108	0.0013167
0.094962	1.1515	0.0016588
0.098294	1.094	0.0017498
0.10163	1.0369	0.0018
0.10496	0.97981	0.0015752
0.10829	0.92275	0.0012559
0.11162	0.87107	0.0012848
0.11495	0.823	0.0017127
0.11829	0.77042	0.001733
0.12162	0.72325	0.0016597
0.12495	0.67996	0.001466
0.12828	0.64049	0.0014288
0.13161	0.5986	0.0015445
0.13495	0.56096	0.001792
0.13828	0.5215	0.0017329
0.14161	0.48606	0.0015091
0.14494	0.45222	0.0014993
0.14827	0.42272	0.0013969
0.15161	0.39504	0.0012036
0.15494	0.36732	0.0013333
0.15827	0.34163	0.001877
0.1616	0.31561	0.0014707
0.16493	0.29245	0.0014693
0.16827	0.26797	0.0014929
0.1716	0.24957	0.001667
0.17493	0.22895	0.0017709
0.17826	0.21054	0.0016772
0.18159	0.19358	0.0016199
0.18492	0.17958	0.001243
0.18826	0.16418	0.0014259
0.19159	0.15052	0.0014114
0.19492	0.13706	0.0014936
0.19825	0.12551	0.0017907
0.20158	0.11472	0.0017349
0.20492	0.10705	0.0016145
0.20825	0.098482	0.0018201
0.21158	0.089777	0.0016416
0.21491	0.083953	0.0013845
0.21824	0.076085	0.0012662
0.22158	0.068829	0.0014615
0.22491	0.064688	0.0016095
0.22824	0.06133	0.0016678
0.23157	0.056069	0.0015545
0.2349	0.053	0.0019926
0.23824	0.047477	0.0016621
0.24157	0.044133	0.0013324
0.2449	0.042749	0.0014215
0.24823	0.040919	0.0013463
0.25156	0.036981	0.001354
0.2549	0.035102	0.0015702
0.25823	0.034541	0.0014299
0.26156	0.031124	0.0015848
0.26489	0.030488	0.0015099
0.26822	0.031216	0.0014387
0.27156	0.030194	0.0015417
0.27489	0.028916	0.0013878
0.27822	0.029168	0.0014384
0.28155	0.028077	0.0012585
0.28488	0.027737	0.0014373
0.28822	0.027628	0.0013621
0.29155	0.027988	0.0015169
0.29488	0.026796	0.0017579
0.29821	0.026094	0.0014039
0.30154	0.026289	0.0015932
0.30487	0.026826	0.0017248
0.30821	0.027357	0.0014584
0.31154	0.025978	0.0013796
0.31487	0.027334	0.0012965
0.3182	0.025279	0.0014934
0.32153	0.024954	0.0013321
0.32487	0.026482	0.0014494
0.3282	0.026268	0.0014711
0.33153	0.02693	0.0013282
0.33486	0.025176	0.0015912
0.33819	0.025987	0.0013063
0.34153	0.026217	0.0013085
0.34486	0.025424	0.0014575
0.34819	0.025952	0.0013773
0.35152	0.025685	0.0011539
0.35485	0.025939	0.0013493
0.35819	0.025263	0.0012408
